ID,name,description,url,created,last modified,version,contributors,associated groups,associated groups citations,relationship citations,name_zh,description_zh
G0085,FIN4,"[FIN4](https://attack.mitre.org/groups/G0085) is a financially-motivated threat group that has targeted confidential information related to the public financial market, particularly regarding healthcare and pharmaceutical companies, since at least 2013.(Citation: FireEye Hacking FIN4 Dec 2014)(Citation: FireEye FIN4 Stealing Insider NOV 2014) [FIN4](https://attack.mitre.org/groups/G0085) is unique in that they do not infect victims with typical persistent malware, but rather they focus on capturing credentials authorized to access email and other non-public correspondence.(Citation: FireEye Hacking FIN4 Dec 2014)(Citation: FireEye Hacking FIN4 Video Dec 2014)",https://attack.mitre.org/groups/G0085,31 January 2019,11 August 2021,1.2,,,,",(Citation: FireEye Hacking FIN4 Dec 2014),(Citation: FireEye Hacking FIN4 Video Dec 2014),",Fin4,[FIN4]（https://attack.mitre.org/groups/g0085）是一个财务上有力的威胁集团，其针对与公共金融市场有关的机密信息，尤其是关于医疗保健和制药公司的机密信息，至少至少是2013年。（（引用：FireEye Hacking Fin4 2014年12月）（引用：FireEye Fin4窃取内幕人士2014年11月11日）[FIN4]（https://attack.mitre.mitre.org/groups/g0085）是独一无二的而是专注于捕获有授权访问电子邮件和其他非公开通信的证书（引用：FireEye Hacking Fin4 2014年12月4日）（引用：FireEye Hacking Fin4视频2014年12月）
G0053,FIN5,"[FIN5](https://attack.mitre.org/groups/G0053) is a financially motivated threat group that has targeted personally identifiable information and payment card information. The group has been active since at least 2008 and has targeted the restaurant, gaming, and hotel industries. The group is made up of actors who likely speak Russian. (Citation: FireEye Respond Webinar July 2017) (Citation: Mandiant FIN5 GrrCON Oct 2016) (Citation: DarkReading FireEye FIN5 Oct 2015)",https://attack.mitre.org/groups/G0053,16 January 2018,16 October 2021,1.2,Walker Johnson,,,"(Citation: DarkReading FireEye FIN5 Oct 2015),(Citation: Mandiant FIN5 GrrCON Oct 2016),(Citation: DarkReading FireEye FIN5 Oct 2015),(Citation: FireEye Respond Webinar July 2017),(Citation: Mandiant FIN5 GrrCON Oct 2016),",Fin5,[FIN5]（https://attack.mitre.org/groups/g0053）是一个具有财务动机的威胁集团，针对个人身份的信息和支付卡信息。该小组至少从2008年开始就一直活跃，并针对餐厅，游戏和酒店行业。该小组由可能说俄语的演员组成。 （引文：FireEye响应网络研讨会2017年7月）（引文：Mandiant Fin5 GRRCON 2016年10月）（引文：Darkreading Fireeye Fin5 2015年10月）
G0037,FIN6,[FIN6](https://attack.mitre.org/groups/G0037) is a cyber crime group that has stolen payment card data and sold it for profit on underground marketplaces. This group has aggressively targeted and compromised point of sale (PoS) systems in the hospitality and retail sectors.(Citation: FireEye FIN6 April 2016)(Citation: FireEye FIN6 Apr 2019),https://attack.mitre.org/groups/G0037,31 May 2017,02 June 2022,3.2,"Center for Threat-Informed Defense (CTID); Drew Church, Splunk","ITG08, Magecart Group 6, Skeleton Spider","(Citation: Security Intelligence More Eggs Aug 2019), (Citation: Security Intelligence ITG08 April 2020), (Citation: Crowdstrike Global Threat Report Feb 2018)","(Citation: FireEye Maze May 2020),(Citation: SentinelOne FrameworkPOS September 2019),(Citation: FireEye FIN6 April 2016),(Citation: Crowdstrike Global Threat Report Feb 2018),(Citation: FireEye FIN6 Apr 2019),(Citation: Security Intelligence More Eggs Aug 2019),(Citation: Group IB GrimAgent July 2021),(Citation: Visa FIN6 Feb 2019),(Citation: FireEye FIN6 April 2016),(Citation: FireEye FIN6 Apr 2019),(Citation: Trend Micro FIN6 October 2019),(Citation: RiskIQ British Airways September 2018),(Citation: Security Intelligence More Eggs Aug 2019),(Citation: Visa FIN6 Feb 2019),(Citation: RiskIQ Newegg September 2018),",Fin6,[FIN6]（https://attack.mitre.org/groups/g0037）是一个网络犯罪集团，已偷走了支付卡数据并将其出售给地下市场上的利润。该小组在酒店和零售部门中积极针对和妥协的销售点（POS）系统。（引用：Fireeye Fin6 2016年4月6日）
G0046,FIN7,"[FIN7](https://attack.mitre.org/groups/G0046) is a financially-motivated threat group that has been active since 2013 primarily targeting the U.S. retail, restaurant, and hospitality sectors, often using point-of-sale malware. A portion of [FIN7](https://attack.mitre.org/groups/G0046) was run out of a front company called Combi Security. Since 2020 [FIN7](https://attack.mitre.org/groups/G0046) shifted operations to a big game hunting (BGH) approach including use of [REvil](https://attack.mitre.org/software/S0496) ransomware and their own Ransomware as a Service (RaaS), Darkside. [FIN7](https://attack.mitre.org/groups/G0046) may be linked to the [Carbanak](https://attack.mitre.org/groups/G0008) Group, but there appears to be several groups using [Carbanak](https://attack.mitre.org/software/S0030) malware and are therefore tracked separately.(Citation: FireEye FIN7 March 2017)(Citation: FireEye FIN7 April 2017)(Citation: FireEye CARBANAK June 2017)(Citation: FireEye FIN7 Aug 2018)(Citation: CrowdStrike Carbon Spider August 2021)",https://attack.mitre.org/groups/G0046,31 May 2017,20 July 2022,2.1,Edward Millington,"Carbon Spider, GOLD NIAGARA, ITG14","(Citation: CrowdStrike Carbon Spider August 2021), (Citation: Secureworks GOLD NIAGARA Threat Profile), ITG14 shares campaign overlap with [FIN7](https://attack.mitre.org/groups/G0046).(Citation: IBM Ransomware Trends September 2020)","(Citation: FireEye FIN7 Oct 2019),(Citation: Threatpost Lizar May 2021),(Citation: Gemini FIN7 Oct 2021),(Citation: Trustwave Pillowmint June 2020),(Citation: FireEye FIN7 Aug 2018),(Citation: FireEye FIN7 April 2017),(Citation: IBM Ransomware Trends September 2020),(Citation: FireEye FIN7 March 2017),(Citation: CrowdStrike Carbon Spider August 2021),(Citation: FBI Flash FIN7 USB),(Citation: Flashpoint FIN 7 March 2019),(Citation: DOJ FIN7 Aug 2018),(Citation: SecureList Griffon May 2019),(Citation: FireEye FIN7 Oct 2019),(Citation: eSentire FIN7 July 2021),(Citation: CyberScoop FIN7 Oct 2017),(Citation: FireEye Obfuscation June 2017),(Citation: FireEye FIN7 Aug 2018),(Citation: FireEye FIN7 April 2017),(Citation: FireEye FIN7 Shim Databases),(Citation: FireEye CARBANAK June 2017),(Citation: Crowdstrike GTR2020 Mar 2020),(Citation: Morphisec FIN7 June 2017),(Citation: CrowdStrike Carbon Spider August 2021),(Citation: FBI Flash FIN7 USB),(Citation: Flashpoint FIN 7 March 2019),(Citation: DOJ FIN7 Aug 2018),",Fin7,[FIN7]（https://attack.mitre.org/groups/g0046）是一个财务上的威胁集团，自2013年以来一直活跃起来，主要针对美国零售，餐厅和酒店业，通常使用销售点恶意软件。 [FIN7]（https://attack.mitre.org/groups/g0046）的一部分被用完了名为Combi Security的前沿公司。自2020年以来[FIN7]（https://attack.mitre.org/groups/g0046）将操作转移到了大型游戏狩猎（BGH）方法，包括使用[Revil]（https://attack.mitre.mitre.mitre.org.org/software/ S0496）勒索软件及其自己的勒索软件作为服务（RAAS），Darkside。 [FIN7]（https://attack.mitre.org/groups/g0046）可以链接到[Carbanak]（https://attack.mitre.mitre.org/groups/g0008）组，但似乎有几个组使用[Carbanak]（https://attack.mitre.org/software/s0030）恶意软件，因此进行了单独跟踪。（引用：Fireeye Fin7 2017年3月7日）（引用：Fireeye Fin7 2017年4月7日） （引文：Fireeye Fin7 2018年8月7日）（引文：CrowdStrike Carbon Spider 2021年8月）
G0061,FIN8,"[FIN8](https://attack.mitre.org/groups/G0061) is a financially motivated threat group known to launch tailored spearphishing campaigns targeting the retail, restaurant, and hospitality industries. (Citation: FireEye Obfuscation June 2017) (Citation: FireEye Fin8 May 2016)",https://attack.mitre.org/groups/G0061,18 April 2018,12 October 2021,1.2,"Daniyal Naeem, BT Security",,,"(Citation: FireEye Know Your Enemy FIN8 Aug 2016),(Citation: Bitdefender FIN8 July 2021),(Citation: FireEye Fin8 May 2016),(Citation: FireEye Obfuscation June 2017),(Citation: FireEye Know Your Enemy FIN8 Aug 2016),(Citation: Bitdefender FIN8 July 2021),(Citation: FireEye Fin8 May 2016),",Fin8,[FIN8]（https://attack.mitre.org/groups/g0061）是一个以财务动机的威胁集团，已知，针对零售，餐厅和酒店业的量身定制的带旧的小保险活动。 （引文：FireEye Obfuscation 2017年6月）（引文：Fireeye Fin8 2016年5月）
G0137,Ferocious Kitten,[Ferocious Kitten](https://attack.mitre.org/groups/G0137) is a threat group that has primarily targeted Persian-speaking individuals in Iran since at least 2015.(Citation: Kaspersky Ferocious Kitten Jun 2021),https://attack.mitre.org/groups/G0137,28 September 2021,25 October 2021,1.0,"Hiroki Nagahama, NEC Corporation; Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India",,,"(Citation: Kaspersky Ferocious Kitten Jun 2021),(Citation: Kaspersky Ferocious Kitten Jun 2021),",凶猛的小猫,[凶猛的小猫]（https://attack.mitre.org/groups/g0137）是一个威胁群体，至少自2015年以来主要针对伊朗的波斯语个人。
G0117,Fox Kitten,"[Fox Kitten](https://attack.mitre.org/groups/G0117) is threat actor with a suspected nexus to the Iranian government that has been active since at least 2017 against entities in the Middle East, North Africa, Europe, Australia, and North America. [Fox Kitten](https://attack.mitre.org/groups/G0117) has targeted multiple industrial verticals including oil and gas, technology, government, defense, healthcare, manufacturing, and engineering.(Citation: ClearkSky Fox Kitten February 2020)(Citation: CrowdStrike PIONEER KITTEN August 2020)(Citation: Dragos PARISITE )(Citation: ClearSky Pay2Kitten December 2020)",https://attack.mitre.org/groups/G0117,21 December 2020,02 June 2022,1.0,,"Parisite, Pioneer Kitten, UNC757","(Citation: Dragos PARISITE )(Citation: ClearkSky Fox Kitten February 2020)(Citation: CrowdStrike PIONEER KITTEN August 2020), (Citation: CrowdStrike PIONEER KITTEN August 2020)(Citation: CISA AA20-259A Iran-Based Actor September 2020), (Citation: CISA AA20-259A Iran-Based Actor September 2020)(Citation: CrowdStrike PIONEER KITTEN August 2020)","(Citation: ClearkSky Fox Kitten February 2020),(Citation: Check Point Pay2Key November 2020),(Citation: CrowdStrike PIONEER KITTEN August 2020),(Citation: CISA AA20-259A Iran-Based Actor September 2020),(Citation: Dragos PARISITE ),(Citation: ClearkSky Fox Kitten February 2020),(Citation: Check Point Pay2Key November 2020),(Citation: ClearSky Pay2Kitten December 2020),(Citation: CrowdStrike PIONEER KITTEN August 2020),(Citation: CISA AA20-259A Iran-Based Actor September 2020),",狐狸小猫,[fox kitten]（https://attack.mitre.org/groups/g0117）是威胁性演员，对伊朗政府有一个疑似联系，自2017年以来一直活跃于2017年，对中东，北非，欧洲，欧洲，欧洲，欧洲，欧洲，欧洲，澳大利亚和北美。 [Fox Kitten]（https://attack.mitre.org/groups/g0117）针对多个工业垂直行业，包括石油和天然气，技术，政府，政府，国防，医疗保健，制造业和工程。 ）（引文：2020年8月8日CrowdStrike Pioneer小猫）（引文：Dragos Parisite）（引用：Clearsky Pay2Kitten 2020年12月）
G0093,GALLIUM,"[GALLIUM](https://attack.mitre.org/groups/G0093) is a cyberespionage group that has been active since at least 2012, primarily targeting telecommunications companies, financial institutions, and government entities in Afghanistan, Australia, Belgium, Cambodia, Malaysia, Mozambique, the Philippines, Russia, and Vietnam. Security researchers have identified [GALLIUM](https://attack.mitre.org/groups/G0093) as a likely Chinese state-sponsored group, based in part on tools used and TTPs commonly associated with Chinese threat actors.(Citation: Cybereason Soft Cell June 2019)(Citation: Microsoft GALLIUM December 2019)(Citation: Unit 42 PingPull Jun 2022)",https://attack.mitre.org/groups/G0093,18 July 2019,12 August 2022,3.0,"Cybereason Nocturnus, @nocturnus; Daniyal Naeem, BT Security",Operation Soft Cell,(Citation: Cybereason Soft Cell June 2019),"(Citation: Unit 42 PingPull Jun 2022),(Citation: Microsoft GALLIUM December 2019),(Citation: Cybereason Soft Cell June 2019),(Citation: Microsoft GALLIUM December 2019),(Citation: Cybereason Soft Cell June 2019),",镓,[gallium]（https://attack.mitre.org/groups/g0093）是一个网络增长组，至少从2012年起就一直活跃，主要针对电信公司，金融机构和政府机构和政府实体，澳大利亚，澳大利亚，比利时，剑桥，剑桥，剑桥，剑桥，马来西亚，莫桑比克，菲律宾，俄罗斯和越南。安全研究人员已将[gallium]（https://attack.mitre.org/groups/g0093）确定为一个可能的中国国家规范组，部分基于使用的工具和通常与中国威胁参与者相关的TTP（引用：塞伯季：塞伯季：塞伯季节：软牢房2019年6月）（引文：Microsoft Gallium 2019年12月）（引文：42单元Pingpull 2022年6月）
G0036,GCMAN,[GCMAN](https://attack.mitre.org/groups/G0036) is a threat group that focuses on targeting banks for the purpose of transferring money to e-currency services. (Citation: Securelist GCMAN),https://attack.mitre.org/groups/G0036,31 May 2017,30 March 2020,1.1,,,,",(Citation: Securelist GCMAN),",GCMAN,[GCMAN]（https://attack.mitre.org/groups/g0036）是一个威胁群体，专注于针对银行，目的是将资金转移到电子货币服务。 （引文：Securelist GCMAN）
G0115,GOLD SOUTHFIELD,[GOLD SOUTHFIELD](https://attack.mitre.org/groups/G0115) is a financially motivated threat group active since at least 2019 that operates the [REvil](https://attack.mitre.org/software/S0496) Ransomware-as-a Service (RaaS). [GOLD SOUTHFIELD](https://attack.mitre.org/groups/G0115) provides backend infrastructure for affiliates recruited on underground forums to perpetrate high value deployments.(Citation: Secureworks REvil September 2019)(Citation: Secureworks GandCrab and REvil September 2019)(Citation: Secureworks GOLD SOUTHFIELD),https://attack.mitre.org/groups/G0115,22 September 2020,26 April 2021,1.1,"Thijn Bukkems, Amazon",,,"(Citation: Anomali Static Kitten February 2021),(Citation: Tetra Defense Sodinokibi March 2020),(Citation: Secureworks GandCrab and REvil September 2019),(Citation: Secureworks REvil September 2019),(Citation: Tetra Defense Sodinokibi March 2020),(Citation: Secureworks GOLD SOUTHFIELD),(Citation: Secureworks GandCrab and REvil September 2019),(Citation: Secureworks REvil September 2019),",黄金南菲尔德,[Gold Southfield]（https://attack.mitre.org/groups/g0115）是一个以财务动机的威胁集团为活跃起来，至少自2019年运营[Revil]（https://attack.mitre.mitre.mitre.mitre.mitre.org/software/software/s04966） ）Ransomware-As-A Service（RAAS）。 [Gold Southfield]（https://attack.mitre.org/groups/g0115）为在地下论坛上招募的会员提供后端基础设施，以实现高价值部署。 2019年）（引文：SecureWorks Gold Southfield）
